File Name,Scenario Name,AR6 Category,AR6 Carbon Budget,cb,cb_parse_mode,cb_relation,cb_exclusion_reason,AR6 cross-check flag
Li 等 - 2021 - Uncertainty in optimal fingerprinting is underestimated.pdf,NAT,C5: limit warming to 2.5°C (>50%),2125.417765920262,2125.417765920262,field-only scalar,,,False
Liang 等 - 2011 - Are plot data effective for landscape prediction A simulation study of tree species response to cli.pdf,S2,C4: limit warming to 2°C (>50%),1447.733517816087,1447.733517816087,field-only scalar,,,False
Bellis 等 - 2024 - Climate change threatens the future viability of translocated populations.pdf,SSP126,C1,500 GtCO₂,500.0,unit-bound scalar,,,False
Blair 等 - 2022 - Climate change threatens the conservation of one of the world's most endangered transboundary tree s.pdf,SSP2-4.5,C3,1200-1400 GtCO₂ from 2020,1300.0,unit-bound range midpoint,,,False
Lopez 等 - 2006 - Two approaches to quantifying uncertainty in global temperature changes.pdf,A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
Truong 等 - 2023 - An Agent-Based Model for Land-Use Change Adaptation Strategies in the Context of Climate Change and.pdf,Baseline 1—No Provincial Adaptation Strategies and No Subsidence Impact,C7: limit warming to 4°C (>50%),4067.198904304981,4067.198904304981,field-only scalar,,,False
Truong 等 - 2023 - An Agent-Based Model for Land-Use Change Adaptation Strategies in the Context of Climate Change and.pdf,Baseline 2—No Adaptation Strategies Though Subsidence Impacts the Benefits from Land-Use Production,C7: limit warming to 4°C (>50%),4067.198904304981,4067.198904304981,field-only scalar,,,False
Bodman 等 - 2013 - Uncertainty in temperature projections reduced using carbon cycle and climate observations.pdf,A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
Sorg 等 - 2014 - The days of plenty might soon be over in glacierized Central Asian catchments.pdf,RCP2.6,C1 (SSP1-2.6 equivalent),"~1150 Gt CO2 (from 2020, 67% <2°C)",1150.0,unit-bound scalar,~,,False
Selbonne 等 - 2022 - Designing scenarios for upscaling climate-smart agriculture on a small tropical island.pdf,S1,C7,893.060956844902,893.060956844902,field-only scalar,,,False
Selbonne 等 - 2022 - Designing scenarios for upscaling climate-smart agriculture on a small tropical island.pdf,S2,C7,1447.733517816087,1447.733517816087,field-only scalar,,,False
Adynkiewicz-Piragas和Miszuk - 2020 - Risk Analysis Related to Impact of Climate Change on Water Resources and Hydropower Production in th.pdf,RCP2.6,C3 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Bick 等 - 2025 - Exploring the spatiotemporal influence of climate on American avian migration with random forests.pdf,SSP1-2.6,C1,~400 Gt CO2 from 2020,400.0,unit-bound scalar,~,,False
Ballester 等 - 2010 - Changes in European temperature extremes can be predicted from changes in PDF central statistics.pdf,B2,C5,835.4639342141137,835.4639342141137,field-only scalar,,,False
Ballester 等 - 2010 - Changes in European temperature extremes can be predicted from changes in PDF central statistics.pdf,A2,C7,102.7723603383973,102.7723603383973,field-only scalar,,,True
Granados 等 - 2021 - Exploring the Role of Reservoir Storage in Enhancing Resilience to Climate Change in Southern Europe.pdf,A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
Cotto 等 - 2017 - A dynamic eco-evolutionary model predicts slow response of alpine plants to climate warming.pdf,RCP 2.6,SSP1-2.6,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Salahi和Poudineh - 2022 - An evaluation of Delta and SDSM Downscaling Models for simulating and forecasting of average wind ve.pdf,A2,C2: return warming to 1.5°C (>50%) after a high overshoot,102.7723603383973,102.7723603383973,field-only scalar,,,False
Salahi和Poudineh - 2022 - An evaluation of Delta and SDSM Downscaling Models for simulating and forecasting of average wind ve.pdf,RCP2.6,C3 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Fritz - 2022 - Temperature and non-communicable diseases Evidence from Indonesia's primary health care system.pdf,intermediate-emission scenario,C3,2744.812344177873,2744.812344177873,field-only scalar,,,False
Fischer 等 - 2018 - Biased Estimates of Changes in Climate Extremes From Prescribed SST Simulations.pdf,RCP2.6,C1,~500 Gt CO2 from 2020,500.0,unit-bound scalar,~,,False
"Becsi和Formayer - 2024 - Linking local climate scenarios to global warming levels applicability, prospects and uncertainties.pdf",GWL1.5,C1,~500 Gt CO2,500.0,unit-bound scalar,~,,False
Hueholt 等 - 2024 - Speed of environmental change frames relative ecological risk in climate change and climate interven.pdf,ARISE-1.5,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Wing 等 - 2022 - Inequitable patterns of US flood risk in the Anthropocene.pdf,SSP2,C3: limit warming to 2°C (>67%),325.2897925777136,325.2897925777136,field-only scalar,,,False
Monier和Gao - 2015 - Climate change impacts on extreme events in the United States an uncertainty analysis.pdf,REF,C8,4631.628201551354,4631.628201551354,field-only scalar,,,False
Gonzalez-Zeas 等 - 2019 - Linking global climate change to local water availability Limitations and prospects for a tropical.pdf,A2,C6,102.7723603383973,102.7723603383973,field-only scalar,,,True
Romero 等 - 2018 - Global predation pressure redistribution under future climate change.pdf,RCP4.5,C5 (RCP equivalent),~1000-1500 GtCO₂ from 2020,1250.0,unit-bound range midpoint,~,,False
Bennett 等 - 2019 - Shifts in habitat suitability and the conservation status of the Endangered Andean cat Leopardus jac.pdf,A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
Yue 等 - 2018 - An EPIC model-based wheat drought risk assessment using new climate scenarios in China.pdf,RCP2.6,C3 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Song 等 - 2005 - Simulated distribution of vegetation types in response to climate change on the Tibetan Plateau.pdf,Future climate scenario with CO2 concentration of 500 ppmv,C5: limit warming to 2.5°C (>50%),1793.871566014591,1793.871566014591,field-only scalar,,,False
Lugato 等 - 2021 - Different climate sensitivity of particulate and mineral-associated soil organic matter.pdf,RCP8.5,C8 (RCP equivalent),Not applicable,,excluded,,no unambiguous carbon-budget value,False
Mateos-Garcia 等 - 2024 - NUMERICAL SIMULATIONS OF RECENT AND FUTURE EVOLUTION OF MONTE PERDIDO GLACIER.pdf,RCP2.6,C1 (Below 1.5°C with overshoot),~500 Gt CO2 from 2020,500.0,unit-bound scalar,~,,False
Conradi 等 - 2024 - Reassessment of the risks of climate change for terrestrial ecosystems.pdf,RCP 2.6,SSP1-2.6,~500 Gt CO2 from 2020,500.0,unit-bound scalar,~,,False
Alwadi 等 - 2024 - Impact of Extreme Heat on Cardiovascular Health in Kuwait Present and Future Projections.pdf,SSP2-4.5,C2,2744.812344177873,2744.812344177873,field-only scalar,,,True
Yanez 等 - 2016 - Pelagic resources landings in central-southern Chile under the A2 climate change scenarios.pdf,A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
Bellworthy和Fine - 2018 - The Red Sea Simulator A high-precision climate change mesocosm with automated monitoring for the lo.pdf,Low pH (7.8) and high temperature (28.5°C),C5,271.9704635822378,271.9704635822378,field-only scalar,,,True
Kumar 等 - 2022 - Understanding land useland cover and climate change impacts on hydrological components of Usri wate.pdf,S1,C3: limit warming to 2°C (>67%),893.060956844902,893.060956844902,field-only scalar,,,False
Blossey 等 - 2013 - Marine low cloud sensitivity to an idealized climate change The CGILS LES intercomparison.pdf,P2S,C3: limit warming to 2°C (>67%),749.0226661308164,749.0226661308164,field-only scalar,,,False
Blossey 等 - 2013 - Marine low cloud sensitivity to an idealized climate change The CGILS LES intercomparison.pdf,P2,C3: limit warming to 2°C (>67%),325.2897925777136,325.2897925777136,field-only scalar,,,False
Bittner 等 - 2011 - Comparing modelling approaches at two levels of biological organisation - Climate change impacts on.pdf,A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
Liu 等 - 2025 - Predicting current and future potential distribution of Changnienia amoena in China under glo.pdf,SSP1-2.6,C1,500.0,500.0,field-only scalar,,,False
Liu 等 - 2025 - Predicting current and future potential distribution of Changnienia amoena in China under glo.pdf,SSP2-4.5,C2,2744.812344177873,2744.812344177873,field-only scalar,,,True
Jiang 等 - 2023 - Divergent Energy-Climate Nexus in the Global Fuel Combustion Processes.pdf,SSP1-2.6,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Sormunen 等 - 2011 - Inclusion of local environmental conditions alters high-latitude vegetation change predictions based.pdf,A1,C5,216.8368249438647,216.8368249438647,field-only scalar,,,True
Sormunen 等 - 2011 - Inclusion of local environmental conditions alters high-latitude vegetation change predictions based.pdf,A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
Sormunen 等 - 2011 - Inclusion of local environmental conditions alters high-latitude vegetation change predictions based.pdf,B1,C5,652.4725285661066,652.4725285661066,field-only scalar,,,False
Andaryani 等 - 2019 - Forecasting near-future impacts of land use and climate change on the Zilbier river hydrological reg.pdf,S1,C3: limit warming to 2°C (>67%),893.060956844902,893.060956844902,field-only scalar,,,False
Andaryani 等 - 2019 - Forecasting near-future impacts of land use and climate change on the Zilbier river hydrological reg.pdf,S2,C4: limit warming to 2°C (>50%),1447.733517816087,1447.733517816087,field-only scalar,,,False
Boyce 等 - 2022 - A climate risk index for marine life.pdf,SSP1-2.6,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Villarini和Vecchi - 2012 - Twenty-first-century projections of North Atlantic tropical storms from CMIP5 models.pdf,RCP2.6,C3 (RCP equivalent),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Villarini和Vecchi - 2012 - Twenty-first-century projections of North Atlantic tropical storms from CMIP5 models.pdf,RCP4.5,C3 (Below 3°C),1150–1350 GtCO₂ (approx. for 67 % chance),1250.0,unit-bound range midpoint,,,False
Zang 等 - 2016 - Spatial Heterogeneity of Climate Change Effects on Dominant Height of Larch Plantations in Northern.pdf,RCP2.6,SSP1-2.6,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Sha 等 - 2024 - A spatial weather generator based on conditional deep convolution generative adversarial nets (cDCGA.pdf,SSP 1-26,C1,300-500 Gt CO2,400.0,unit-bound range midpoint,,,False
Sha 等 - 2024 - A spatial weather generator based on conditional deep convolution generative adversarial nets (cDCGA.pdf,SSP 2-45,C2,1100 GtCO2,1100.0,unit-bound scalar,,,False
Zhang 等 - 2022 - Quantifying Aggravated Threats to Stormwater Management Ponds by Tropical Cyclone Storm Surge and In.pdf,RCP2.6,C1 (Low emissions),~900 Gt CO2,900.0,unit-bound scalar,~,,False
Westerling和Bryant - 2008 - Climate change and wildfire in California.pdf,A2 - High Emission Pathway with Increased Population and Economic Growth,C8,102.7723603383973,102.7723603383973,field-only scalar,,,True
Westerling和Bryant - 2008 - Climate change and wildfire in California.pdf,B1,C3,652.4725285661066,652.4725285661066,field-only scalar,,,False
Barrett 等 - 2012 - Host-parasite distributions under changing climate Tsuga heterophylla and Arceuthobium ts.pdf,A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
Barrett 等 - 2012 - Host-parasite distributions under changing climate Tsuga heterophylla and Arceuthobium ts.pdf,B1,C5,652.4725285661066,652.4725285661066,field-only scalar,,,False
Liu 等 - 2018 - Socioeconomic factors and future challenges of the goal of limiting the increase in global average t.pdf,2.0W,C1,752.0161792846942,752.0161792846942,field-only scalar,,,False
Ge 等 - 2013 - Adaptive management to climate change for Norway spruce forests along a regional gradient in Finland.pdf,A2,C5,102.7723603383973,102.7723603383973,field-only scalar,,,True
Wu 等 - 2023 - Assessment of agricultural adaptations to climate change from a water-energy-food nexus perspective.pdf,IE,C7: limit warming to 4°C (>50%),4182.783765496274,4182.783765496274,field-only scalar,,,False
Xu 等 - 2025 - Seasonal Spatial Distribution of Metapenaeopsis provocatoria longirostris in the Southern Yel.pdf,SSP1-2.6,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Xu 等 - 2025 - Seasonal Spatial Distribution of Metapenaeopsis provocatoria longirostris in the Southern Yel.pdf,SSP2-4.5,C3,1170,1170.0,field-only scalar,,,False
Xu 等 - 2025 - Seasonal Spatial Distribution of Metapenaeopsis provocatoria longirostris in the Southern Yel.pdf,SSP3-7.0,C4-C6,1249 Gt CO2,1249.0,unit-bound scalar,,,False
Kumar 等 - 2023 - Assessment of Land Cover Changes and Climate Variability Effects on Catchment Hydrology Using a Phys.pdf,T1,C2: return warming to 1.5°C (>50%) after a high overshoot,212.8537743020109,212.8537743020109,field-only scalar,,,False
Abdi-Dehkordi 等 - 2017 - Optimized cropping patterns under climate-change conditions.pdf,Baseline climatic conditions,C7: limit warming to 4°C (>50%),4067.198904304981,4067.198904304981,field-only scalar,,,False
Sabitha 等 - 2023 - Application of a Distributed Hydrologic Model to Assess the Impact of Climate and Land-use Change on.pdf,SSP2-4.5,C5,2744.812344177873,2744.812344177873,field-only scalar,,,False
Zou和Song - 2024 - Observed Changes and Projected Risks of Hot-DryHot-Wet Compound Events in China.pdf,SSP1-2.6,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Zou和Song - 2024 - Observed Changes and Projected Risks of Hot-DryHot-Wet Compound Events in China.pdf,SSP2-4.5,C3,2744.812344177873,2744.812344177873,field-only scalar,,,False
Zou和Song - 2024 - Observed Changes and Projected Risks of Hot-DryHot-Wet Compound Events in China.pdf,SSP5-8.5,C8,Very high/Effectively unlimited within century,,excluded,,no unambiguous carbon-budget value,False
Froemming 等 - 2012 - Aviation-induced radiative forcing and surface temperature change in dependency of the emission alti.pdf,ZERO,C2: return warming to 1.5°C (>50%) after a high overshoot,-21.58557069936118,,excluded,,no unambiguous carbon-budget value,False
Joshi 等 - 2013 - An explanation for the difference between twentieth and twenty-first century land-sea warming ratio.pdf,5N,C1: limit warming to 1.5°C (>50%) with no or limited overshoot,271.4501667116419,271.4501667116419,field-only scalar,,,False
Verdyansyah 等 - 2025 - Integrating CMIP6 and Remote Sensing Datasets for Current and Future Flood Susceptibility Projection.pdf,SSP1-2.6,C1,~500 GtCO₂ from 2020,500.0,unit-bound scalar,~,,False
Verdyansyah 等 - 2025 - Integrating CMIP6 and Remote Sensing Datasets for Current and Future Flood Susceptibility Projection.pdf,SSP2-4.5,C4,~1200 GtCO₂ from 2020,1200.0,unit-bound scalar,~,,False
Kaur 等 - 2023 - Different GCMs yet similar outcome predicting the habitat distribution of Shorea robusta CF.pdf,RCP4.5,C3 (Below 2°C),~1000 GtCO2 from 2020,1000.0,unit-bound scalar,~,,False
Kaur 等 - 2023 - Different GCMs yet similar outcome predicting the habitat distribution of Shorea robusta CF.pdf,SSP245,C2,2744.812344177873,2744.812344177873,field-only scalar,,,True
Brown和Caldeira - 2017 - Greater future global warming inferred from Earth's recent energy budget.pdf,RCP2.6,C1,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Fujimori 等 - 2020 - Measuring the sustainable development implications of climate change mitigation.pdf,WB2C,C5,835.4639342141137,835.4639342141137,field-only scalar,,,False
Lopez-Tirado和Hidalgo - 2018 - Predicting suitability of forest dynamics to future climatic conditions the likely dominance of Hol.pdf,RCP2.6 (2050),C1,~300 Gt CO2 (from 2020 for 1.5°C with 50% chance),300.0,unit-bound scalar,~,,False
Xu 等 - 2021 - A multi-scenario ensemble streamflow forecast method for Amu Darya River Basin under considering cli.pdf,SSP3,C3,~900 Gt CO2,900.0,unit-bound scalar,~,,False
Xu 等 - 2021 - A multi-scenario ensemble streamflow forecast method for Amu Darya River Basin under considering cli.pdf,SSP4,C4,926.934350590003,926.934350590003,field-only scalar,,,False
